Frame # 0
8 -151.645233 27
9 -150.003860 27
10 -147.418793 27
11 -146.321106 27
12 -145.684479 27
13 -144.472916 27
14 -143.724777 27
15 -142.411118 27
Frame # 26
0 -126.083733 27
1 -170.850342 27
2 -164.633301 27
3 -161.570572 27
4 -159.033310 27
5 -157.314316 27
6 -155.737640 27
7 -152.309998 27
8 -150.868546 27
9 -149.513336 27
10 -147.232544 27
11 -145.754700 27
12 -145.099014 27
13 -143.547394 27
14 -142.937256 27
15 -141.946884 27
Frame # 27
0 -130.129715 27
1 -172.702774 27
2 -168.264282 27
3 -164.735184 27
4 -161.871613 27
5 -159.700531 27
6 -158.109283 27
7 -154.334930 27
8 -152.616394 27
9 -151.181137 27
10 -148.536316 27
11 -147.265106 27
12 -146.855438 27
13 -145.583527 27
14 -144.709213 27
15 -143.431290 27
Frame # 28
0 -127.777405 27
1 -174.554413 27
2 -166.138824 27
3 -162.977066 27
4 -160.275085 27
5 -158.462860 27
6 -157.143051 27
7 -153.806686 27
8 -152.518982 27
9 -151.181137 27
10 -148.443176 27
11 -147.359207 27
12 -146.367172 27
13 -144.935669 27
14 -144.217300 27
15 -142.967407 27
Frame # 29
0 -127.683586 27
1 -173.350601 27
2 -167.290100 27
3 -163.944031 27
4 -161.339447 27
5 -159.169891 27
6 -157.406570 27
7 -154.422974 27
8 -153.101501 27
9 -151.769775 27
10 -148.908813 27
11 -147.642410 27
12 -146.659912 27
13 -145.305878 27
14 -144.807953 27
15 -143.245743 27
Frame # 30
0 -123.543243 27
1 -171.961563 27
2 -163.836273 27
3 -160.955612 27
4 -158.282700 27
5 -156.607285 27
6 -155.210968 27
7 -151.957855 27
8 -150.674393 27
9 -148.924698 27
10 -146.860031 27
11 -145.659988 27
12 -144.610794 27
13 -143.455139 27
14 -142.149734 27
15 -140.926361 27
Frame # 31
0 -125.518913 27
1 -170.202133 27
2 -165.607849 27
3 -162.713348 27
4 -160.322220 27
5 -158.728378 27
6 -157.319107 27
7 -154.599060 27
8 -153.198563 27
9 -151.769775 27
10 -149.001587 27
11 -147.925613 27
12 -147.148163 27
13 -145.953735 27
14 -144.807648 27
15 -143.524063 27
Frame # 32
0 -125.801460 27
1 -172.146774 27
2 -166.670197 27
3 -163.680695 27
4 -161.208939 27
5 -159.435028 27
6 -157.933975 27
7 -154.951218 27
8 -153.586914 27
9 -151.377335 27
10 -149.281326 27
11 -147.736801 27
12 -146.757858 27
13 -145.306168 27
14 -144.315430 27
15 -143.060181 27
Frame # 33
0 -128.530136 27
1 -172.887589 27
2 -165.518921 27
3 -162.273819 27
4 -159.742889 27
5 -157.756210 27
6 -156.176834 27
7 -153.014328 27
8 -151.645233 27
9 -150.101974 27
10 -147.232544 27
11 -145.848801 27
12 -144.513214 27
13 -143.362289 27
14 -142.642227 27
15 -141.575775 27
Frame # 34
0 -120.061569 27
1 -168.813110 27
2 -163.924835 27
3 -162.098007 27
4 -159.967499 27
5 -158.463242 27
6 -156.792068 27
7 -153.630615 27
8 -152.130661 27
9 -150.298538 27
10 -147.698181 27
11 -146.415192 27
12 -145.782059 27
13 -144.843414 27
14 -143.921677 27
15 -142.689087 27
Frame # 35
0 -125.236633 27
1 -170.295120 27
2 -166.315948 27
3 -163.680313 27
4 -161.208939 27
5 -159.523788 27
6 -157.933594 27
7 -154.863174 27
8 -153.198883 27
9 -151.965973 27
10 -149.188202 27
11 -148.397919 27
12 -147.245743 27
13 -146.231400 27
14 -145.398300 27
15 -143.987946 27
Frame # 36
0 -125.989655 27
1 -172.424576 27
2 -166.670197 27
3 -163.768585 27
4 -160.942917 27
5 -158.993500 27
6 -157.231262 27
7 -153.982773 27
8 -152.616074 27
9 -151.279236 27
10 -148.443176 27
11 -147.453598 27
12 -146.562683 27
13 -145.398727 27
14 -144.610764 27
15 -143.060181 27
Frame # 37
0 -127.589218 27
1 -171.128540 27
2 -164.987549 27
3 -161.658478 27
4 -158.767242 27
5 -157.049179 27
6 -155.386292 27
7 -152.486084 27
8 -151.256882 27
9 -150.200073 27
